Date,Forecast
2024-01-31,71.46932257195677
2024-02-01,71.06929340865263
2024-02-02,71.00606001125455
2024-02-03,70.99606458363753
2024-02-04,70.99448458671569
2024-02-05,70.99423483349165
2024-02-06,70.99419535450782
