Price,Open,High,Low,Close,Volume,Difference
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,
Date,,,,,,
2020-01-28,656.8735436289966,657.5463871839612,649.3039381326317,654.350341796875,5121009,-0.083984375
2020-01-29,661.5834567077947,666.7980837544111,659.6069692687182,664.1907958984375,6832757,9.8404541015625
2020-01-30,664.1906358940819,664.1906358940819,654.350141494141,656.6210327148438,3859680,-7.56976318359375
2020-01-31,656.4949257895097,660.195641626236,648.9673648497117,652.6260375976562,6092028,-3.9949951171875
2020-02-03,657.7144338993415,665.2419942729217,642.9957605064534,645.4348754882812,6416745,-7.191162109375
2020-02-04,647.7057633307895,664.3589332396054,647.7057633307895,662.6347045898438,5771311,17.1998291015625
2020-02-05,656.8734139163893,661.0787494728322,651.3223915157496,659.8591918945312,6310409,-2.7755126953125
2020-02-06,659.6910763882378,661.7517014157497,647.6217818958651,648.7572021484375,7341622,-11.10198974609375
2020-02-07,652.6260545095304,655.0651184033688,648.4627619189931,653.761474609375,2853344,5.0042724609375
2020-02-10,650.986075980243,654.3503451067559,647.411540033323,650.313232421875,3827682,-3.4482421875
2020-02-11,655.191370604796,655.2754567937272,646.9489220374206,650.6075439453125,4312817,0.2943115234375
2020-02-12,652.4999851615826,658.7659466607194,651.9112277990049,656.9155883789062,2948825,6.30804443359375
2020-02-13,660.237833337853,667.8074390703889,657.8828551546657,666.3355712890625,4387430,9.41998291015625
2020-02-14,668.2278557324347,672.1808816342858,659.9012703505496,661.457275390625,5321680,-4.8782958984375
2020-02-17,664.6954774920548,667.3448600231924,658.808006387015,663.9805908203125,2929629,2.5233154296875
2020-02-18,660.2377379139069,672.0547215548595,659.1023177519982,670.8772583007812,5083346,6.89666748046875
2020-02-19,672.8537482691964,676.9329035842115,669.6156601395177,673.2322387695312,3985192,2.35498046875
2020-02-20,675.5872979828225,677.984319215839,667.6812449546632,670.3306274414062,4564569,-2.901611328125
2020-02-24,672.9378166933391,682.6100890694331,666.2513738141197,669.36328125,6627536,-0.96734619140625
2020-02-25,672.0126764144537,677.9001466709008,668.9848551021477,671.508056640625,6996695,2.144775390625
2020-02-26,667.7652377138281,674.0732409959639,656.4528748942655,658.3452758789062,8760569,-13.16278076171875
2020-02-27,654.3501796176391,656.6631140571616,649.4720008848509,654.2239990234375,5223386,-4.12127685546875
2020-02-28,630.8004564165032,636.5197036210783,607.2926158071136,615.408935546875,14123957,-38.8150634765625
2020-03-02,619.8665153162788,644.1733774955193,617.1330469651554,623.2728271484375,9821523,7.8638916015625
2020-03-03,635.0056978401889,638.3699664380177,623.4410245351523,628.2771606445312,7826587,5.00433349609375
2020-03-04,634.0804523852453,640.472541258559,627.0575119068291,638.1596069335938,11013444,9.8824462890625
2020-03-05,642.3650354401867,650.6074832384764,632.2722296460365,634.6692504882812,7755293,-3.4903564453125
2020-03-06,623.2306468091032,625.7538478083304,613.2219289783067,621.5064697265625,9216022,-13.16278076171875
2020-03-09,609.353068899935,610.4884888671276,586.2237253599098,592.4896850585938,10308654,-29.01678466796875
2020-03-11,580.8829671021214,585.3406121118303,562.7158883814333,576.9719848632812,16165009,-15.5177001953125
2020-03-12,561.8327878493627,563.5149219447201,527.7695724183759,530.8815307617188,13965574,-46.0904541015625
2020-03-13,497.91180645255696,560.9918494997559,479.4083271587119,540.259521484375,16903113,9.37799072265625
2020-03-16,523.1437605776648,523.2699411824093,487.8189407315845,490.46832275390625,19140152,-49.79119873046875
2020-03-17,494.6315904961684,497.9117730484286,462.58695131188466,466.750244140625,16059887,-23.71807861328125
2020-03-18,477.72614508318566,486.1368166515516,444.0834588097219,449.3821716308594,15390183,-17.368072509765625
2020-03-19,428.3134212261606,469.31544240392265,428.3134212261606,458.8441467285156,16583991,9.46197509765625
2020-03-20,462.16639745629834,519.3169203841148,460.90479673530757,492.1925048828125,21354894,33.348358154296875
2020-03-23,454.1762340967452,471.7966001124309,433.90653751629225,442.77978515625,17146150,-49.4127197265625
2020-03-24,439.03708511900146,505.6075755516601,439.03708511900146,496.0614318847656,20027097,53.281646728515625
2020-03-25,502.11712139803734,534.0776751888671,475.79172814778747,509.8549499511719,18339548,13.79351806640625
2020-03-26,517.2563899916772,547.4086321914688,514.817274285489,540.8062744140625,14843813,30.951324462890625
2020-03-27,559.3516973334354,567.6362395542232,540.1753765977544,548.9645385742188,13495283,8.15826416015625
2020-03-30,525.7510026157663,558.0479984958881,522.3867343505311,527.0967407226562,14624804,-21.8677978515625
2020-03-31,546.6936261600009,556.7864315660318,532.984242417075,539.5445556640625,15175521,12.44781494140625
2020-04-01,533.5309281968041,536.1803102637381,499.5938890928006,506.9952697753906,13083824,-32.549285888671875
2020-04-03,507.5841478040735,509.686816187686,489.6273803418931,492.6131591796875,10221655,-14.382110595703125
2020-04-07,517.2562247262874,541.8574354144889,515.4900044927924,537.4418334960938,15145605,44.82867431640625
2020-04-08,529.8722088446091,551.4455978814304,526.8022937674407,531.2178955078125,11806896,-6.22393798828125
2020-04-09,544.0021532890604,549.0485555483924,531.6384574867653,535.12890625,11931114,3.9110107421875
2020-04-13,529.0313879072257,548.1236279126259,526.5502288416789,536.0963745117188,8330276,0.96746826171875
2020-04-15,547.8710955615969,549.4690921518867,534.5821951364273,537.48388671875,11963447,1.38751220703125
2020-04-16,521.419576034334,533.9935398591708,507.5840115180687,524.69970703125,17783287,-12.7841796875
2020-04-17,541.6473207629225,543.3294552994532,526.5081099341452,528.821044921875,8878320,4.121337890625
2020-04-20,538.282934250477,555.9453430305707,537.4418671657106,549.4691162109375,13322913,20.6480712890625
2020-04-21,528.0218771208939,543.7498410261695,528.0218771208939,532.5636596679688,11660575,-16.90545654296875
2020-04-22,532.5637281957789,542.488310271803,528.2322118512158,539.8389282226562,8266728,7.2752685546875
2020-04-23,544.2124980318446,574.995587025574,536.6849366494273,571.3369140625,14451289,31.49798583984375
2020-04-24,562.2954282688096,567.7203216088942,550.7307550508507,553.4221801757812,7319940,-17.91473388671875
2020-04-27,555.9873667512646,572.7666647748156,555.9873667512646,558.97314453125,7183306,5.55096435546875
2020-04-28,566.0381072949435,569.4023753917932,549.2588098949748,555.6929931640625,7296571,-3.2801513671875
2020-04-29,560.1506182228579,573.6076901321157,553.422082268229,569.0238647460938,8639056,13.33087158203125
2020-04-30,588.7469682886748,605.5683102397799,587.1489202694552,601.7835083007812,16253821,32.7596435546875
2020-05-04,580.168113799409,589.7562999093207,563.8093473522927,566.626953125,9122740,-35.15655517578125
2020-05-05,573.3975334622045,576.6356214781432,563.5149943816311,566.626953125,6393053,0.0
2020-05-06,569.318327239592,573.1451721883653,558.5105844559789,560.0665893554688,7934250,-6.56036376953125
2020-05-07,559.7722589411038,567.1736399581171,557.1649711817623,559.2676391601562,4779548,-0.7989501953125
2020-05-08,565.4073332761186,572.6825839071761,562.2533317888959,567.0474243164062,8400321,7.77978515625
2020-05-11,574.0282987181456,587.5274154760135,570.2434967485754,574.36474609375,7370186,7.31732177734375
2020-05-12,570.6640780980144,581.1774177829448,568.1408765736312,578.35986328125,7356039,3.9951171875
2020-05-13,584.3734450728143,588.6629183350881,575.0796633398852,583.8267822265625,8287101,5.4669189453125
2020-05-14,554.2633485824617,564.9869566164926,548.880497349157,553.5484619140625,16888262,-30.2783203125
2020-05-15,559.1414525725928,559.1414525725928,543.9181571055639,548.6281127929688,9255353,-4.92034912109375
2020-05-18,554.9782796623717,563.977710725094,549.2169887522113,558.3846435546875,10435442,9.75653076171875
2020-05-19,558.4685144940701,567.552028258066,550.8989111349637,562.33740234375,5902208,3.9527587890625
2020-05-20,562.25336440865,566.0381664128967,554.8099410008298,563.136474609375,5794636,0.799072265625
2020-05-21,560.5713238735805,571.4631550619894,559.6461704295631,565.3654174804688,7213225,2.22894287109375
2020-05-22,567.720311047897,585.2565401219556,566.4587103566795,582.3128051757812,11867731,16.9473876953125
2020-05-26,582.8594788706966,588.2843717331784,571.0845399036119,572.38818359375,7099606,-9.92462158203125
2020-05-27,577.0142065852743,596.4849349686135,567.7204232566739,593.3309326171875,8774636,20.9427490234375
2020-05-28,594.6344998577227,597.1577014129889,580.3363577112145,594.970947265625,9440091,1.6400146484375
2020-05-29,590.3673971924181,597.4432703910662,575.405750096254,589.088623046875,28290128,-5.88232421875
2020-06-01,595.6956220416533,602.430520013001,589.5148803460512,596.3776245117188,12276438,7.28900146484375
2020-06-02,597.1874640887264,606.693038399021,594.6725314563955,603.6665649414062,7059304,7.2889404296875
2020-06-03,605.8831226646595,606.9061522562504,593.3511272429256,598.0825805664062,11378568,-5.583984375
2020-06-04,598.4661973463441,604.8174515852697,594.6298755684829,603.3681640625,10782424,5.28558349609375
2020-06-05,602.7287881465396,606.7356235946554,597.2726651490909,599.78759765625,7718679,-3.58056640625
2020-06-08,603.2829034128403,618.7560359307533,600.1711995336993,614.5360717773438,10719105,14.74847412109375
2020-06-09,613.8115010447252,621.99563357861,609.5915365683536,611.7654418945312,10078029,-2.7706298828125
2020-06-10,609.5488808188883,613.3425870572468,604.6042989056473,610.2734985351562,7263049,-1.491943359375
2020-06-11,606.9914056570949,608.1849488973281,596.9743424317145,600.128662109375,8825715,-10.14483642578125
2020-06-12,576.1302586304287,592.6264731974438,575.8745142565444,589.983642578125,9795316,-10.14501953125
2020-06-15,590.7934997446474,600.5122015062036,584.1865017316301,586.1472778320312,7857344,-3.83636474609375
2020-06-16,598.4661820238586,606.9913413119477,596.0365324401304,597.7841796875,10131760,11.63690185546875
2020-06-17,596.6760504048275,605.5421867912,595.0562489710375,599.8729858398438,7291916,2.08880615234375
2020-06-18,603.7518543454688,610.9129576764952,601.8763086992066,608.6112060546875,6670195,8.73822021484375
2020-06-19,604.4338051638052,606.9061222183324,597.6136776020134,601.4926147460938,22438862,-7.11859130859375
2020-06-22,602.8140505610636,604.1781073987241,596.7612076963795,599.91552734375,7804096,-1.57708740234375
2020-06-23,593.0953775196116,617.6478273297574,590.0262887724396,614.3656616210938,12157390,14.45013427734375
2020-06-24,611.1686373515903,619.6085130972523,604.7747684381621,608.82421875,10220838,-5.54144287109375
2020-06-25,600.8957398049134,601.535126653837,591.2197063045787,597.1873168945312,14945284,-11.63690185546875
2020-06-26,605.4569281444022,640.7510625035218,605.2864145223534,637.8525390625,26030458,40.66522216796875
2020-06-29,626.9401949664656,634.8685821932067,622.4218192045339,623.8284912109375,8954428,-14.0240478515625
2020-06-30,624.7237333924511,629.9667277652803,617.4347317774669,627.4091796875,10411290,3.5806884765625
